,date,balance,interest_paid,interest_accrued,interest_accrued_over_period,deferred_interest,deferred_interest_paid,deferred_interest_accrued_over_period,principal_paid,pct_principal,pct_amortization,coupon
0,2024-03-26,44500000.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0
1,2024-04-26,44500000.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0
2,2024-05-26,44500000.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0
3,2024-06-26,44500000.0,2116241.4569761967,0.0,0.0,0,0,0,0.0,0,0,0
4,2024-07-26,44500000.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0
5,2024-08-26,44500000.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0
6,2024-09-26,44500000.0,1873383.3562315123,0.0,0.0,0,0,0,0.0,0,0,0
7,2024-10-26,44500000.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0
8,2024-11-26,44500000.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0
9,2024-12-26,44500000.0,1660472.0927139902,0.0,0.0,0,0,0,0.0,0,0,0
10,2025-01-26,44500000.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0
11,2025-02-26,44500000.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0
12,2025-03-26,44500000.0,1445369.7769642645,0.0,0.0,0,0,0,0.0,0,0,0
13,2025-04-26,44500000.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0
14,2025-05-26,44500000.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0
15,2025-06-26,44500000.0,1303765.4427062725,0.0,0.0,0,0,0,0.0,0,0,0
16,2025-07-26,44500000.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0
17,2025-08-26,44500000.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0
18,2025-09-26,44500000.0,1163227.452202866,0.0,0.0,0,0,0,0.0,0,0,0
19,2025-10-26,44500000.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0
20,2025-11-26,44500000.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0
21,2025-12-26,44500000.0,1001421.6459072592,0.0,0.0,0,0,0,0.0,0,0,0
22,2026-01-26,44500000.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0
23,2026-02-26,44500000.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0
24,2026-03-26,44500000.0,681704.119535652,0.0,0.0,0,0,0,0.0,0,0,0
25,2026-04-26,44500000.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0
26,2026-05-26,44500000.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0
27,2026-06-26,44500000.0,415826.30458668014,0.0,0.0,0,0,0,0.0,0,0,0
28,2026-07-26,44500000.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0
29,2026-08-26,44500000.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0
30,2026-09-26,44500000.0,323352.9050328714,0.0,0.0,0,0,0,0.0,0,0,0
31,2026-10-26,44500000.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0
32,2026-11-26,44500000.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0
33,2026-12-26,44500000.0,181223.41394407087,0.0,0.0,0,0,0,0.0,0,0,0
34,2027-01-26,44500000.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0
