,date,balance,interest_paid,interest_accrued,interest_accrued_over_period,deferred_interest,deferred_interest_paid,deferred_interest_accrued_over_period,principal_paid,pct_principal,pct_amortization,coupon
0,2024-03-26,38700000.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0
1,2024-04-26,38700000.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0
2,2024-05-26,38700000.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0
3,2024-06-26,38700000.0,1493219.8867905731,0.0,0.0,0,0,0,0.0,0,0,0
4,2024-07-26,38700000.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0
5,2024-08-26,38700000.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0
6,2024-09-26,38700000.0,1483491.1363805195,0.0,0.0,0,0,0,0.0,0,0,0
7,2024-10-26,38700000.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0
8,2024-11-26,38700000.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0
9,2024-12-26,38700000.0,1490693.7050592315,0.0,0.0,0,0,0,0.0,0,0,0
10,2025-01-26,38700000.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0
11,2025-02-26,38700000.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0
12,2025-03-26,38700000.0,1502239.7601092926,0.0,0.0,0,0,0,0.0,0,0,0
13,2025-04-26,38700000.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0
14,2025-05-26,38700000.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0
15,2025-06-26,38700000.0,1539166.4584496685,0.0,0.0,0,0,0,0.0,0,0,0
16,2025-07-26,38700000.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0
17,2025-08-26,38700000.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0
18,2025-09-26,38700000.0,1571719.2907532065,0.0,0.0,0,0,0,0.0,0,0,0
19,2025-10-26,38700000.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0
20,2025-11-26,38700000.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0
21,2025-12-26,38700000.0,1593147.5024429287,0.0,0.0,0,0,0,0.0,0,0,0
22,2026-01-26,38700000.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0
23,2026-02-26,38700000.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0
24,2026-03-26,38700000.0,1624900.4154963167,0.0,0.0,0,0,0,0.0,0,0,0
25,2026-04-26,38700000.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0
26,2026-05-26,38700000.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0
27,2026-06-26,38700000.0,1408179.1580765569,0.0,0.0,0,0,0,0.0,0,0,0
28,2026-07-26,38700000.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0
29,2026-08-26,38700000.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0
30,2026-09-26,38700000.0,1211221.704155707,0.0,0.0,0,0,0,0.0,0,0,0
31,2026-10-26,38700000.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0
32,2026-11-26,38700000.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0
33,2026-12-26,38700000.0,1031638.7165412516,0.0,0.0,0,0,0,0.0,0,0,0
34,2027-01-26,38700000.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0
35,2027-02-26,38700000.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0
36,2027-03-26,38700000.0,891694.8493471064,0.0,0.0,0,0,0,0.0,0,0,0
37,2027-04-26,38700000.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0
38,2027-05-26,38700000.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0
